target,source,anchor_pin_val,pin_value,alpha_full,train_nll_mean,test_nll_mean,lam_u_mean,mean_baseline_train,mean_hawkes_train,mean_baseline_test,mean_hawkes_test,converged
searches,to_ord,0.0,0.0,"[0.13400291711150752, 0.027166867400857296, 0.0]",1.85785250229582,2.0939367420415786,0.7096769015862586,0.8568643784952089,0.3425903150090819,0.9661563362049282,0.38868534768646634,True
searches,to_ord,0.0,0.01,"[0.1338175852600423, 0.025570035792624474, 0.01]",1.8579501637349713,2.0939606666259256,0.7092666763563212,0.8563576994433214,0.34299690619080286,0.9656017348077355,0.38933628437993933,True
searches,to_ord,0.0,0.02,"[0.13362829244886776, 0.023943877709208795, 0.02]",1.8580606793847183,2.093994361596891,0.7089828821044829,0.8560164445767247,0.3433720364407186,0.9652218863961533,0.3899503912147808,True
searches,to_ord,0.0,0.03,"[0.13332741994795597, 0.022193770407738532, 0.03]",1.8581815792417278,2.0940924442447604,0.709350608054814,0.8564632200390714,0.3433861138933037,0.9657319216276756,0.39015083087227687,True
searches,to_ord,0.0,0.04,"[0.13304544015449432, 0.02067733828139232, 0.04]",1.8583119732021265,2.094192961623848,0.7092691889468293,0.8563579237593206,0.3436204069509692,0.965624651485964,0.39061026905867174,True
searches,to_ord,0.0,0.05,"[0.13276433897768145, 0.019285600307841513, 0.05]",1.8584520894792642,2.094302988518797,0.709025515184607,0.8560552617018857,0.34395007920562404,0.9652947708855204,0.39118287823933695,True
searches,to_ord,0.0,0.06,"[0.13252562436569987, 0.01765933851572398, 0.06]",1.8586060581914332,2.094389746954877,0.7090068044725584,0.8560211399564054,0.3442062748206186,0.9652778817455581,0.3916624428352075,True
searches,to_ord,0.0,0.07,"[0.1322454719276709, 0.016374381430229363, 0.07]",1.8587653286124999,2.094500443455686,0.7088139474018329,0.8557823973457565,0.3446180965175638,0.9650170418850271,0.392332499276018,True
searches,to_ord,0.0,0.08,"[0.13204263276469325, 0.015085639243048234, 0.08]",1.8589352310509695,2.094630997615487,0.7083760541936412,0.8552387443950545,0.3452130218374108,0.9644245778454108,0.3932095207391992,True
searches,to_ord,0.0,0.09,"[0.13172727511384505, 0.013821805308950757, 0.09]",1.859115309643194,2.09477518796731,0.7083737731280626,0.8552351866484569,0.34555597594290455,0.9644221349057324,0.393802568982442,True
searches,to_ord,0.0,0.1,"[0.13130056938368362, 0.012227403907425535, 0.1]",1.8593065494966263,2.0949960703267174,0.7090449136999922,0.8560381665062611,0.34538389219740534,0.9653494250115396,0.39379901639626386,True
to_cart,searches,0.015221492786907782,0.0,"[0.0, 0.10095340238015857, 0.0]",0.8335844733633218,0.9893404561810204,0.7750553562156263,0.2915856718016818,0.07550904813582283,0.3452105613080226,0.08968899935936944,True
to_cart,searches,0.015221492786907782,0.01,"[0.01, 0.08422968752780584, 0.0]",0.8312136534562833,0.9853413436746254,0.7421467247663112,0.2791707359418271,0.08704990938044281,0.33065617912846096,0.10203593445881358,True
to_cart,searches,0.015221492786907782,0.02,"[0.02, 0.06924098866717772, 0.0]",0.8310745460679426,0.9839775210166406,0.7149292888487491,0.26890863309866264,0.09988849217725197,0.3186132957776526,0.115924292080941,True
to_cart,searches,0.015221492786907782,0.03,"[0.03, 0.05479131913031603, 0.0]",0.832381690074841,0.9845953570425585,0.6929968703258332,0.2605825304019664,0.11313024703359834,0.30889379510676607,0.13029153401537633,True
to_cart,searches,0.015221492786907782,0.04,"[0.04, 0.04170460359063796, 0.0]",0.8349500039318195,0.9863853479090604,0.6743589954757787,0.25350344300264577,0.12739143616906592,0.3006318262951235,0.14586965123779777,True
to_cart,searches,0.015221492786907782,0.05,"[0.05, 0.029595212230916337, 0.0]",0.8384528593986281,0.9893188028084444,0.6534469162828458,0.245621409352407,0.14238362412982067,0.2913504666620188,0.16231604259148555,True
