user_id,mu_eb,lambda_u,train_purchases,m_staged,m_joint
648160,0.13064826493050974,0.001,2.0,0.10793772685304874,0.001
648192,0.4484840675307556,0.31923582419389174,9.0,0.3705242530762026,0.31923582419389174
648211,1.1749659020456031,0.9242366155146601,25.0,0.9707220273005543,0.9242366155146601
648376,1.2203710167027813,1.0177787505795102,26.0,1.0082343881895763,1.0177787505795102
648471,0.17605337958768771,0.09761311208250234,3.0,0.14545008774207072,0.09761311208250234
648578,0.6068052392409482,0.4686486242356416,11.0,0.5013245158749374,0.4686486242356416
648587,1.2203710167027813,1.0564172588159684,26.0,1.0082343881895763,1.0564172588159684
648591,0.043858219706535195,0.001,0.0,0.03623436209782756,0.001
648624,1.1193637834962566,0.9531157057588782,22.0,0.9247852038178823,0.9531157057588782
648715,1.2657761313599591,1.0055148681042447,27.0,1.0457467490785983,1.0055148681042447
648837,0.8571300994453573,0.6248098798835537,18.0,0.7081355010774005,0.6248098798835537
648910,1.4473965899886712,1.2340022906862917,31.0,1.1957961926346863,1.2340022906862917
648976,0.40307895287357765,0.20982913700528977,8.0,0.3330118921871807,0.20982913700528977
649082,1.629017048617383,0.9814396623409761,35.0,1.3458456361907742,0.9814396623409761
649090,0.3661309649530219,0.19745452473116326,7.0,0.3024865589188062,0.19745452473116326
649173,0.9025352141025353,0.7835630245605617,19.0,0.7456478619664225,0.7835630245605617
649233,3.1273858323042556,2.0854821133195,68.0,2.5837535455284995,2.0854821133195
649311,0.3576738382163996,0.1751429326094017,7.0,0.29549953129815865,0.1751429326094017
649341,0.22949120500887163,0.1923823273532025,3.0,0.18959883634581653,0.1923823273532025
649389,0.13177495582040788,0.19970693750080307,1.0,0.10886856549515644,0.19970693750080307
649490,0.4484840675307556,0.3153509471974849,9.0,0.3705242530762026,0.3153509471974849
649602,0.40307895287357765,0.18006802807680117,8.0,0.3330118921871807,0.18006802807680117
649701,0.40307895287357765,0.16060042733377464,8.0,0.3330118921871807,0.16060042733377464
649734,0.31226872355922164,0.18943668743450684,6.0,0.25798717040913666,0.18943668743450684
649947,0.9933454434168913,1.12109789998801,21.0,0.8206725837444665,1.12109789998801
649967,0.3576738382163996,0.2073162031749536,7.0,0.29549953129815865,0.2073162031749536
650005,0.26686360890204364,0.16702064992532947,5.0,0.22047480952011467,0.16702064992532947
650019,0.5707881697795356,0.45085358770531064,9.0,0.47156827986490696,0.45085358770531064
650153,0.17605337958768771,0.05576346395350045,3.0,0.14545008774207072,0.05576346395350045
650154,0.24448334164029353,0.5382014054184273,1.0,0.20198489558301125,0.5382014054184273
650221,0.2214584942448657,0.12097318927262779,4.0,0.1829624486310927,0.12097318927262779
650257,0.2214584942448657,0.14150974888567128,4.0,0.1829624486310927,0.14150974888567128
650291,0.17605337958768771,0.11040547039815818,3.0,0.14545008774207072,0.11040547039815818
650322,0.8117249847881794,0.41925063380365324,17.0,0.6706231401883785,0.41925063380365324
650481,0.2214584942448657,0.1378610739704427,4.0,0.1829624486310927,0.1378610739704427
650939,1.0841556727312474,0.923925814533787,23.0,0.8956973055225105,0.923925814533787
651119,0.3576738382163996,0.2069201374147978,7.0,0.29549953129815865,0.2069201374147978
651131,0.8117249847881794,0.7648838015274568,17.0,0.6706231401883785,0.7648838015274568
651174,0.31226872355922164,0.1569400725934367,6.0,0.25798717040913666,0.1569400725934367
651285,5.261426221191621,2.4579957588696804,115.0,4.346834507312533,2.4579957588696804
651323,0.4484840675307556,0.25962682922109886,9.0,0.3705242530762026,0.25962682922109886
651434,0.03983803561615378,0.001,0.0,0.03291300507500476,0.001
651444,2.2192835391606964,1.6620888060646701,48.0,1.8335063277480599,1.6620888060646701
651456,1.0841556727312474,0.8045647292302692,23.0,0.8956973055225105,0.8045647292302692
651689,1.1749659020456031,0.7548929893062405,25.0,0.9707220273005543,0.7548929893062405
651754,0.4938891821879336,0.3174300611128611,10.0,0.40803661396522467,0.3174300611128611
651787,0.3576738382163996,0.19835938939378508,7.0,0.29549953129815865,0.19835938939378508
651819,0.5251859619435666,0.31407514415767723,9.0,0.4338930864292127,0.31407514415767723
651975,0.13064826493050974,0.05235894906462873,2.0,0.10793772685304874,0.05235894906462873
652062,0.40307895287357765,0.18177208645577098,8.0,0.3330118921871807,0.18177208645577098
652067,1.629017048617383,1.4001214820691938,35.0,1.3458456361907742,1.4001214820691938
652084,0.3396388008711446,0.2885988850206408,5.0,0.2805995176179764,0.2885988850206408
652088,0.2214584942448657,0.11478183656424393,4.0,0.1829624486310927,0.11478183656424393
652219,0.3576738382163996,0.17588433248215424,7.0,0.29549953129815865,0.17588433248215424
652530,1.8560426219032728,1.532344957925507,40.0,1.5334074406358842,1.532344957925507
652564,0.2317086284991082,0.1418737577151156,4.0,0.1914308059562357,0.1418737577151156
652626,0.3576738382163996,0.17416210165337168,7.0,0.29549953129815865,0.17416210165337168
652701,1.810637507246095,1.3676623913268589,39.0,1.4958950797468622,1.3676623913268589
652806,1.9014477365604507,1.1234787117458802,41.0,1.5709198015249062,1.1234787117458802
652937,0.6755096408166454,0.46502239472710993,14.0,0.5580860575213126,0.46502239472710993
652957,0.17605337958768771,0.09428282502647682,3.0,0.14545008774207072,0.09428282502647682
653148,0.4484840675307556,0.2571286802875988,9.0,0.3705242530762026,0.2571286802875988
653223,0.13064826493050974,0.05224983682199128,2.0,0.10793772685304874,0.05224983682199128
653336,0.26686360890204364,0.14954291964089417,5.0,0.22047480952011467,0.14954291964089417
653437,0.17605337958768771,0.08505876043464691,3.0,0.14545008774207072,0.08505876043464691
653496,0.6755096408166454,0.5221164709576169,14.0,0.5580860575213126,0.5221164709576169
